id;nomes;valores;data;cpf;file
N0000487;Felipa;R$ 88.586,00;25/07/22;673.334.528-59;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000487.png
N0000488;Felipe;R$ 93.720,00;02/09/20;141.517.420-26;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000488.png
N0000489;Félix;R$ 65.833,00;20/03/23;760.519.601-63;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000489.png
N0000490;Ferdinando;R$ 62.076,00;20/10/24;335.427.797-17;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000490.png
N0000491;Fernanda;R$ 83.773,00;15/12/22;918.754.580-26;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000491.png
N0000492;Fernando;R$ 10.475,00;12/07/24;559.237.712-68;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000492.png
N0000493;Fernão;R$ 7.715,00;15/07/24;197.508.461-68;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000493.png
N0000494;Filipa;R$ 74.713,00;09/06/20;320.734.541-78;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000494.png
N0000495;Filipe;R$ 31.511,00;26/05/21;115.847.394-01;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000495.png
N0000496;Filippo;R$ 38.072,00;21/05/24;343.138.306-85;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000496.png
N0000497;Filomena;R$ 85.217,00;15/10/24;051.461.687-33;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000497.png
N0000498;Fiona;R$ 96.638,00;08/01/21;600.378.475-03;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000498.png
N0000499;Flávia;R$ 51.951,00;07/12/23;484.236.574-93;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000499.png
N0000500;Flávio;R$ 99.398,00;16/12/21;760.194.338-03;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000500.png
N0000501;Flor;R$ 73.009,00;10/05/22;665.975.475-00;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000501.png
N0000502;Flora;R$ 4.177,00;30/07/24;467.635.411-80;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000502.png
N0000503;Franca;R$ 69.669,00;24/03/21;773.537.898-08;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000503.png
N0000504;Frances;R$ 87.229,00;20/06/20;278.274.525-58;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000504.png
N0000505;Francesca;R$ 24.171,00;05/02/20;133.553.674-43;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000505.png
N0000506;Francesco;R$ 63.661,00;09/03/24;245.388.409-39;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000506.png
N0000507;Francine;R$ 75.884,00;29/11/22;097.771.388-14;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000507.png
N0000508;Francis;R$ 18.411,00;03/06/24;013.715.742-86;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000508.png
N0000509;Francisca;R$ 55.749,00;18/08/23;226.858.426-75;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000509.png
N0000510;Francisco;R$ 30.078,00;03/07/20;245.918.283-01;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000510.png
N0000511;Françoise;R$ 61.751,00;27/04/21;110.540.533-83;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000511.png
N0000512;Frederico;R$ 74.668,00;22/08/20;827.163.905-68;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000512.png
N0000513;Frida;R$ 17.836,00;07/10/21;739.787.868-77;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000513.png
N0000514;Gabriel;R$ 32.007,00;13/07/21;390.501.323-16;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000514.png
N0000515;Gabriela;R$ 24.597,00;03/11/23;468.404.870-59;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000515.png
N0000516;Gabriele;R$ 5.369,00;02/08/23;051.448.517-54;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000516.png
N0000517;Gabriella;R$ 83.443,00;29/01/21;461.421.284-01;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000517.png
N0000518;Gabrielle;R$ 18.077,00;16/06/20;224.839.860-30;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000518.png
N0000519;Gaetano;R$ 34.167,00;14/01/22;192.433.569-76;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000519.png
N0000520;Ganesh;R$ 46.421,00;05/03/24;147.455.399-08;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000520.png
N0000521;Genji;R$ 82.236,00;23/10/21;107.312.901-27;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000521.png
N0000522;George;R$ 74.758,00;28/05/24;238.598.826-78;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000522.png
N0000523;Georgia;R$ 25.421,00;18/01/21;591.889.916-28;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000523.png
N0000524;Georgiana;R$ 11.285,00;21/05/20;120.429.143-80;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000524.png
N0000525;Georgina;R$ 44.220,00;03/11/23;635.261.781-60;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000525.png
N0000526;Geralda;R$ 14.795,00;10/07/24;913.511.980-25;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000526.png
N0000527;Geraldo;R$ 39.959,00;05/12/24;520.262.603-70;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000527.png
N0000528;Germano;R$ 39.189,00;03/03/21;029.064.317-10;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000528.png
N0000529;Gérson;R$ 55.408,00;24/05/20;993.470.490-00;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000529.png
N0000530;Gertrude;R$ 33.851,00;17/10/24;170.012.314-95;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000530.png
N0000531;Gertrudes;R$ 46.837,00;15/04/23;045.834.678-00;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000531.png
N0000532;Gervásio;R$ 31.290,00;08/10/23;076.593.198-25;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000532.png
N0000533;Giancarlo;R$ 19.014,00;14/02/22;722.239.855-48;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000533.png
N0000534;Gilberto;R$ 88.985,00;21/04/22;406.302.443-16;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000534.png
N0000535;Gilda;R$ 93.836,00;10/06/22;072.091.799-92;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000535.png
N0000536;Gilmar;R$ 48.474,00;20/12/21;655.053.535-25;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000536.png
N0000537;Gilmara;R$ 57.552,00;09/09/24;235.089.300-68;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000537.png
N0000538;Gilson;R$ 79.865,00;01/09/21;888.553.178-49;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000538.png
N0000539;Gina;R$ 45.070,00;06/01/21;493.097.881-51;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000539.png
N0000540;Gioconda;R$ 78.893,00;06/05/20;988.655.858-03;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000540.png
N0000541;Giorgio;R$ 56.358,00;02/03/21;662.349.220-82;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000541.png
N0000542;Giovana;R$ 16.957,00;27/06/22;686.689.222-89;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000542.png
N0000543;Giovanna;R$ 38.370,00;23/11/22;270.565.210-88;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000543.png
N0000544;Giovanni;R$ 10.553,00;08/05/21;632.960.453-33;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000544.png
N0000545;Gisela;R$ 23.945,00;17/07/23;977.372.213-95;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000545.png
N0000546;Giselda;R$ 25.577,00;03/07/22;995.375.109-99;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000546.png
N0000547;Gisele;R$ 89.244,00;07/12/24;813.884.714-00;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000547.png
N0000548;Gisella;R$ 40.965,00;23/03/23;380.038.080-30;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000548.png
N0000549;Giselle;R$ 38.462,00;26/01/24;423.119.043-70;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000549.png
N0000550;Gita;R$ 88.210,00;10/01/22;472.040.477-45;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000550.png
N0000551;Giulia;R$ 40.925,00;22/12/24;034.456.216-67;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000551.png
N0000552;Gizelda;R$ 39.051,00;31/12/23;632.579.289-04;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000552.png
N0000553;Gládis;R$ 95.132,00;14/07/22;562.285.393-10;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000553.png
N0000554;Gladys;R$ 79.734,00;07/11/21;551.162.751-83;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000554.png
N0000555;Gláuber;R$ 33.647,00;14/07/22;454.174.164-44;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000555.png
N0000556;Glauce;R$ 24.322,00;08/01/21;330.679.397-35;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000556.png
N0000557;Gláucia;R$ 37.194,00;13/12/22;861.833.776-51;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000557.png
N0000558;Glauco;R$ 56.192,00;13/04/24;198.424.460-42;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000558.png
N0000559;Glenda;R$ 87.266,00;19/07/24;086.697.509-88;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000559.png
N0000560;Glória;R$ 48.722,00;15/07/21;296.943.626-44;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000560.png
N0000561;Gonçalo;R$ 59.760,00;25/06/24;634.077.215-36;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000561.png
N0000562;Gonzalo;R$ 17.519,00;20/08/24;170.482.785-01;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000562.png
N0000563;Graça;R$ 7.872,00;11/01/21;160.825.843-25;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000563.png
N0000564;Grace;R$ 5.034,00;12/05/20;411.321.629-04;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000564.png
N0000565;Graziela;R$ 44.631,00;13/06/24;939.468.818-82;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000565.png
N0000566;Gregório;R$ 84.954,00;29/04/21;328.874.315-95;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000566.png
N0000567;Greice;R$ 58.550,00;05/10/22;818.040.055-76;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000567.png
N0000568;Greta;R$ 49.330,00;24/01/24;725.525.988-03;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000568.png
N0000569;Gretchen;R$ 53.671,00;08/01/24;349.882.356-61;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000569.png
N0000570;Guálter;R$ 211,00;21/08/23;652.230.005-28;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000570.png
N0000571;Guilherme;R$ 11.241,00;03/07/22;247.468.924-90;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000571.png
N0000572;Guiomar;R$ 69.064,00;29/10/21;047.657.947-33;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000572.png
N0000573;Gunther;R$ 55.992,00;28/08/22;491.571.757-72;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000573.png
N0000574;Gustavo;R$ 77.097,00;23/06/21;633.886.514-00;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000574.png
N0000575;Gyselle;R$ 66.738,00;13/03/22;826.045.034-84;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000575.png
N0000576;Hadrián;R$ 63.128,00;28/12/21;194.231.697-67;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000576.png
N0000577;Haidê;R$ 24.748,00;09/02/20;719.515.783-09;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000577.png
N0000578;Haideé;R$ 53.157,00;31/01/20;272.110.621-00;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000578.png
N0000579;Halima;R$ 71.124,00;09/01/21;784.191.222-62;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000579.png
N0000580;Hamilton;R$ 93.458,00;15/10/24;535.138.594-57;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000580.png
N0000581;Hannah;R$ 787,00;16/02/24;868.429.139-50;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000581.png
N0000582;Haydê;R$ 97.883,00;23/03/20;256.959.332-00;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000582.png
N0000583;Hebe;R$ 68.354,00;18/08/20;376.246.267-48;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000583.png
N0000584;Hector;R$ 70.873,00;17/09/22;619.414.932-97;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000584.png
N0000585;Heidi;R$ 86.251,00;17/06/20;458.695.519-86;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000585.png
N0000586;Heitor;R$ 95.932,00;14/01/20;151.533.948-32;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000586.png
N0000587;Helena;R$ 44.275,00;01/01/20;818.567.180-00;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000587.png
N0000588;Helenice;R$ 39.284,00;22/01/21;370.735.034-75;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000588.png
N0000589;Helga;R$ 81.953,00;19/12/20;972.491.825-44;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000589.png
N0000590;Hélio;R$ 1.286,00;12/06/23;407.875.069-90;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000590.png
N0000591;Heloísa;R$ 7.835,00;19/08/20;429.675.635-44;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000591.png
N0000592;Henrique;R$ 54.147,00;10/08/24;809.874.773-58;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000592.png
N0000593;Henriqueta;R$ 56.539,00;06/03/21;087.324.474-50;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000593.png
N0000594;Henry;R$ 43.804,00;16/12/20;607.629.328-48;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000594.png
N0000595;Herculano;R$ 58.980,00;23/10/24;732.041.091-51;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000595.png
N0000596;Hilda;R$ 11.170,00;03/08/21;314.204.524-44;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000596.png
N0000597;Hildegard;R$ 63.881,00;09/02/20;445.476.908-71;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000597.png
N0000598;Homero;R$ 76.640,00;27/02/24;634.956.826-51;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000598.png
N0000599;Horácio;R$ 63.972,00;02/01/20;458.446.615-75;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000599.png
N0000600;Horishi;R$ 68.219,00;23/07/24;593.942.892-40;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000600.png
N0000601;Hortênsia;R$ 15.521,00;30/08/22;875.201.698-63;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000601.png
N0000602;Hugo;R$ 81.826,00;16/04/20;582.265.434-79;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000602.png
N0000603;Humberto;R$ 7.800,00;11/06/22;837.274.476-99;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000603.png
N0000604;Iara;R$ 14.072,00;20/06/23;948.101.897-08;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000604.png
N0000605;Ícaro;R$ 19.926,00;04/10/24;845.386.271-00;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000605.png
N0000606;Idalina;R$ 30.482,00;10/04/20;000.735.207-72;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000606.png
N0000607;Ieda;R$ 98.918,00;14/01/23;434.634.798-34;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000607.png
N0000608;Iemanjá;R$ 78.191,00;12/03/23;383.643.964-63;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000608.png
N0000609;Ignácio;R$ 31.394,00;06/11/22;563.418.110-04;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000609.png
N0000610;Igor;R$ 26.779,00;07/04/21;454.480.508-24;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000610.png
N0000611;Ilsa;R$ 4.717,00;01/03/21;555.131.946-60;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000611.png
N0000612;Inácio;R$ 88.513,00;20/05/23;667.356.610-87;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000612.png
